Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
13,41,25,25,41,Minimise,29
13,41,25,25,8,Minimise,22
13,25,41,8,24,Minimise,31
13,8,24,25,8,Minimise,22
