Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
1,41,25,25,41,Minimise,21
1,41,25,25,8,Minimise,19
1,25,41,8,24,Minimise,26
1,8,24,25,8,Minimise,19
