Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
28,41,25,25,41,Maximise,22
28,41,25,8,24,Minimise,33
28,41,25,25,8,Maximise,39
28,25,41,8,24,Minimise,25
28,25,41,25,8,Minimise,38
28,8,24,25,8,Maximise,28
