Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
22,41,25,25,41,Minimise,25
22,41,25,8,24,Maximise,33
22,41,25,25,8,Minimise,24
22,25,41,8,24,Minimise,28
22,25,41,25,8,Maximise,34
22,8,24,25,8,Minimise,28
