Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
18,41,25,8,24,Minimise,34
18,41,25,25,8,Minimise,40
18,25,41,8,24,Minimise,24
