Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
13,41,25,8,24,Minimise,34
13,41,25,25,8,Minimise,33
13,25,41,8,24,Minimise,27
