Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
3,41,25,25,41,Minimise,34
3,41,25,8,24,Maximise,32
3,41,25,25,8,Minimise,27
3,25,41,8,24,Minimise,28
3,25,41,25,8,Maximise,34
3,8,24,25,8,Minimise,32
