Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
14,41,25,25,41,Maximise,43
14,41,25,8,24,Minimise,51
14,41,25,25,8,Maximise,56
14,25,41,8,24,Minimise,23
14,25,41,25,8,Minimise,36
14,8,24,25,8,Maximise,40
