Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
29,41,25,25,41,Minimise,30
29,41,25,8,24,Maximise,43
29,41,25,25,8,Minimise,36
29,25,41,8,24,Minimise,39
29,25,41,25,8,Maximise,33
29,8,24,25,8,Minimise,34
