Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
3,41,25,8,24,Minimise,32
3,41,25,25,8,Minimise,17
3,25,41,8,24,Minimise,20
