Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
0,41,25,25,41,Maximise,18
0,41,25,8,24,Minimise,37
0,41,25,25,8,Maximise,22
0,25,41,8,24,Minimise,21
0,25,41,25,8,Minimise,37
0,8,24,25,8,Maximise,40
