Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
24,41,25,25,41,Maximise,39
24,41,25,8,24,Minimise,40
24,41,25,25,8,Maximise,65
24,25,41,8,24,Minimise,19
24,25,41,25,8,Minimise,44
24,8,24,25,8,Maximise,33
