Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
11,41,25,25,41,Minimise,17
11,41,25,25,8,Minimise,17
11,25,41,8,24,Minimise,17
11,8,24,25,8,Minimise,24
