Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
21,41,25,25,41,Minimise,17
21,41,25,25,8,Minimise,16
21,25,41,8,24,Minimise,16
21,8,24,25,8,Minimise,19
