Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
17,41,25,25,41,Maximise,29
17,41,25,8,24,Minimise,35
17,41,25,25,8,Maximise,32
17,25,41,8,24,Minimise,26
17,25,41,25,8,Minimise,36
17,8,24,25,8,Maximise,38
