Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
17,41,25,25,41,Minimise,20
17,41,25,8,24,Maximise,35
17,41,25,25,8,Minimise,27
17,25,41,8,24,Minimise,25
17,25,41,25,8,Maximise,33
17,8,24,25,8,Minimise,24
