Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
25,41,25,25,41,Maximise,24
25,41,25,8,24,Minimise,35
25,41,25,25,8,Maximise,33
25,25,41,8,24,Minimise,32
25,25,41,25,8,Minimise,34
25,8,24,25,8,Maximise,33
