Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
26,41,25,8,24,Minimise,46
26,41,25,25,8,Minimise,24
26,25,41,8,24,Minimise,27
