Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
29,41,25,25,41,Maximise,29
29,41,25,8,24,Minimise,35
29,41,25,25,8,Maximise,28
29,25,41,8,24,Minimise,29
29,25,41,25,8,Minimise,32
29,8,24,25,8,Maximise,20
