Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
14,41,25,25,41,Maximise,25
14,41,25,8,24,Minimise,35
14,41,25,25,8,Maximise,29
14,25,41,8,24,Minimise,26
14,25,41,25,8,Minimise,38
14,8,24,25,8,Maximise,32
