Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
8,41,25,25,41,Maximise,32
8,41,25,8,24,Minimise,50
8,41,25,25,8,Maximise,65
8,25,41,8,24,Minimise,17
8,25,41,25,8,Minimise,32
8,8,24,25,8,Maximise,40
