Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
19,41,25,25,41,Minimise,28
19,41,25,25,8,Minimise,26
19,25,41,8,24,Minimise,66
19,8,24,25,8,Minimise,28
