Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
18,41,25,25,41,Minimise,28
18,41,25,8,24,Maximise,32
18,41,25,25,8,Minimise,28
18,25,41,8,24,Minimise,31
18,25,41,25,8,Maximise,32
18,8,24,25,8,Minimise,32
