Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
21,41,25,25,41,Maximise,19
21,41,25,8,24,Minimise,38
21,41,25,25,8,Maximise,19
21,25,41,8,24,Minimise,31
21,25,41,25,8,Minimise,34
21,8,24,25,8,Maximise,20
