Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
17,41,25,25,41,Minimise,31
17,41,25,25,8,Minimise,19
17,25,41,8,24,Minimise,60
17,8,24,25,8,Minimise,28
