Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
9,41,25,8,24,Minimise,32
9,41,25,25,8,Minimise,22
9,25,41,8,24,Minimise,25
