Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
20,41,25,25,41,Minimise,15
20,41,25,25,8,Minimise,16
20,25,41,8,24,Minimise,17
20,8,24,25,8,Minimise,18
