Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
23,41,25,25,41,Minimise,22
23,41,25,8,24,Maximise,32
23,41,25,25,8,Minimise,25
23,25,41,8,24,Minimise,21
23,25,41,25,8,Maximise,32
23,8,24,25,8,Minimise,26
