Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
29,41,25,8,24,Minimise,32
29,41,25,25,8,Minimise,31
29,25,41,8,24,Minimise,31
