Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
0,41,25,8,24,Minimise,32
0,41,25,25,8,Minimise,23
0,25,41,8,24,Minimise,18
